PhraseId	SentenceId	Phrase	Sentiment 
16402	705	they wanted to see something that did n't talk down to them	2
16403	705	wanted to see something that did n't talk down to them	2
16404	705	to see something that did n't talk down to them	2
16405	705	see something that did n't talk down to them	3
16406	705	something that did n't talk down to them	2
16407	705	that did n't talk down to them	2
16413	706	A real winner -- smart , funny , subtle , and resonant .	4
16414	706	A real winner -- smart , funny , subtle , and resonant	4
16419	706	smart , funny , subtle , and resonant	4
16435	707	the kind of greatest-hits reel	2
16440	707	that might come with a subscription to ESPN the Magazine	2
16441	707	might come with a subscription to ESPN the Magazine	2
16442	707	come with a subscription to ESPN the Magazine	2
16443	707	with a subscription to ESPN the Magazine	2
16444	707	a subscription to ESPN the Magazine	2
16445	707	subscription to ESPN the Magazine	2
16456	708	contrived plotting , stereotyped characters and	0
16457	708	contrived plotting , stereotyped characters	1
16462	708	Woo 's over-the-top instincts as a director	2
16467	708	undermine the moral dilemma at the movie 's heart .	1
16468	708	undermine the moral dilemma at the movie 's heart	2
16470	708	the moral dilemma at the movie 's heart	2
16491	709	this little $ 1.8 million charmer ,	3
16492	709	this little $ 1.8 million charmer	3
16499	709	which may not be cutting-edge indie filmmaking	1
16500	709	may not be cutting-edge indie filmmaking	1
16501	709	be cutting-edge indie filmmaking	3
16524	710	through this interminable , shapeless documentary about the swinging subculture	1
16525	710	this interminable , shapeless documentary about the swinging subculture	1
16526	710	this interminable , shapeless documentary	1
16527	710	interminable , shapeless documentary	0
16536	711	I 'd watch these two together again in a New York minute .	4
16537	711	'd watch these two together again in a New York minute .	3
16538	711	'd watch these two together again in a New York minute	3
16539	711	watch these two together again in a New York minute	3
16540	711	watch these two together again	3
16549	712	You can practically hear George Orwell turning over .	0
16550	712	can practically hear George Orwell turning over .	1
16551	712	can practically hear George Orwell turning over	2
16553	712	hear George Orwell turning over	1
16561	713	Ferrara 's best film in years .	4
16578	714	a film so solidly connect with one demographic while striking out with another	3
16579	714	so solidly connect with one demographic while striking out with another	1
16580	714	so solidly connect with one demographic while	3
16581	714	solidly connect with one demographic while	3
16583	714	connect with one demographic while	3
16592	715	the star and everyone else involved had their hearts in the right place .	2
16593	715	the star and everyone else involved	2
16598	715	had their hearts in the right place .	3
16599	715	had their hearts in the right place	3
16600	715	their hearts in the right place	3
16612	716	take on Rice 's second installment of her Vampire Chronicles .	2
16613	716	take on Rice 's second installment of her Vampire Chronicles	2
16614	716	on Rice 's second installment of her Vampire Chronicles	2
16615	716	Rice 's second installment of her Vampire Chronicles	2
16625	717	Poetry in motion captured on film .	4
16632	718	Pretend like your SAT scores are below 120 and you might not notice the flaws .	1
16633	718	Pretend like your SAT scores are below 120 and you might not notice the flaws	0
16634	718	Pretend like your SAT scores are below 120 and	0
16635	718	Pretend like your SAT scores are below 120	0
16646	718	you might not notice the flaws	2
16650	719	None of Birthday Girl 's calculated events take us by surprise ...	1
16651	719	None of Birthday Girl 's calculated events	2
16652	719	of Birthday Girl 's calculated events	2
16653	719	Birthday Girl 's calculated events	1
16668	720	a mostly magnificent directorial career ,	4
16669	720	a mostly magnificent directorial career	4
16670	720	mostly magnificent directorial career	4
16671	720	magnificent directorial career	4
16674	720	Clint Eastwood 's efficiently minimalist style	3
16688	721	It 's like a `` Big Chill '' reunion of the Baader-Meinhof Gang	2
16689	721	's like a `` Big Chill '' reunion of the Baader-Meinhof Gang	2
16690	721	like a `` Big Chill '' reunion of the Baader-Meinhof Gang	2
16691	721	a `` Big Chill '' reunion of the Baader-Meinhof Gang	2
16704	721	, only these guys are more harmless pranksters than political activists .	2
16705	721	only these guys are more harmless pranksters than political activists .	2
16708	721	are more harmless pranksters than political activists .	1
16709	721	are more harmless pranksters than political activists	2
16710	721	more harmless pranksters than political activists	2
16727	722	charismatic enough to make us care about Zelda 's ultimate fate	3
16729	722	to make us care about Zelda 's ultimate fate	3
16730	722	make us care about Zelda 's ultimate fate	3
16731	722	us care about Zelda 's ultimate fate	2
16732	722	care about Zelda 's ultimate fate	2
16745	723	high camp and yet another sexual taboo into a really funny movie	3
16749	723	yet another sexual taboo into a really funny movie	3
16758	724	is a pan-American movie , with moments of genuine insight into the urban heart .	4
16759	724	is a pan-American movie , with moments of genuine insight into the urban heart	3
16765	724	with moments of genuine insight into the urban heart	4
16766	724	moments of genuine insight into the urban heart	3
16767	724	of genuine insight into the urban heart	4
16768	724	genuine insight into the urban heart	4
16775	725	Same song , second verse , coulda been better , but it coulda been worse .	2
16776	725	Same song , second verse , coulda been better , but it coulda been worse	1
16777	725	Same song , second verse , coulda been better , but it coulda	1
16784	725	coulda been better , but it coulda	1
16797	726	is n't quite enough to drag along the dead -LRB- water -RRB- weight of the other	1
16798	726	quite enough to drag along the dead -LRB- water -RRB- weight of the other	2
16799	726	enough to drag along the dead -LRB- water -RRB- weight of the other	1
16800	726	to drag along the dead -LRB- water -RRB- weight of the other	1
16801	726	drag along the dead -LRB- water -RRB- weight of the other	1
16803	726	the dead -LRB- water -RRB- weight of the other	1
16804	726	the dead -LRB- water -RRB- weight	2
16815	728	It 's exactly what you 'd expect .	2
16816	728	's exactly what you 'd expect .	1
16825	729	It 's definitely not made for kids or their parents , for that matter , and	1
16826	729	It 's definitely not made for kids or their parents , for that matter ,	1
16827	729	It 's definitely not made for kids or their parents , for that matter	1
16828	729	's definitely not made for kids or their parents , for that matter	1
16831	729	made for kids or their parents , for that matter	2
16832	729	for kids or their parents , for that matter	1
16839	729	I think even fans of Sandler 's comic taste may find it uninteresting	0
16840	729	think even fans of Sandler 's comic taste may find it uninteresting	2
16841	729	even fans of Sandler 's comic taste may find it uninteresting	1
16842	729	fans of Sandler 's comic taste may find it uninteresting	1
16843	729	fans of Sandler 's comic taste	2
16868	730	to burn the negative and the script and pretend the whole thing never existed	0
16869	730	burn the negative and the script and pretend the whole thing never existed	0
16870	730	burn the negative and the script and	0
16871	730	burn the negative and the script	0
16877	730	pretend the whole thing never existed	0
16887	732	If you 've grown tired of going where no man has gone before	2
16888	732	you 've grown tired of going where no man has gone before	2
16889	732	've grown tired of going where no man has gone before	1
16890	732	grown tired of going where no man has gone before	1
16892	732	tired of going where no man has gone before	1
16893	732	of going where no man has gone before	2
16894	732	going where no man has gone before	3
16900	732	, but several movies have - take heart .	2
16901	732	but several movies have - take heart .	2
16902	732	but several movies have - take heart	2
16921	733	to be fondly remembered in the endlessly challenging maze of moviegoing	3
16922	733	be fondly remembered in the endlessly challenging maze of moviegoing	3
16923	733	fondly remembered in the endlessly challenging maze of moviegoing	3
16925	733	remembered in the endlessly challenging maze of moviegoing	3
16927	733	in the endlessly challenging maze of moviegoing	2
16928	733	the endlessly challenging maze of moviegoing	3
16929	733	the endlessly challenging maze	2
16942	734	, an intelligent person is n't necessarily an admirable storyteller .	2
16943	734	an intelligent person is n't necessarily an admirable storyteller .	1
16946	734	is n't necessarily an admirable storyteller .	1
16947	734	is n't necessarily an admirable storyteller	1
16952	735	Perhaps the best sports movie I 've ever seen .	4
16953	735	the best sports movie I 've ever seen .	4
16954	735	the best sports movie I 've ever seen	4
16969	737	does n't remake Andrei Tarkovsky 's Solaris so much as distill it .	1
16970	737	does n't remake Andrei Tarkovsky 's Solaris so much as distill it	2
16971	737	remake Andrei Tarkovsky 's Solaris so much as distill it	1
16972	737	remake Andrei Tarkovsky 's Solaris	2
16984	738	Anyone who wants to start writing screenplays	3
16985	738	who wants to start writing screenplays	2
16986	738	wants to start writing screenplays	2
16998	738	follow the same blueprint from hundreds of other films ,	1
16999	738	follow the same blueprint from hundreds of other films	1
17017	738	walk away without anyone truly knowing your identity	1
17019	738	without anyone truly knowing your identity	2
17020	738	anyone truly knowing your identity	2
17030	739	In theory , a middle-aged romance pairing Clayburgh and Tambor sounds promising	3
17033	739	, a middle-aged romance pairing Clayburgh and Tambor sounds promising	2
17034	739	a middle-aged romance pairing Clayburgh and Tambor sounds promising	3
17035	739	a middle-aged romance pairing Clayburgh and Tambor	3
17054	739	something else altogether -- clownish and	3
17055	739	something else altogether -- clownish	2
17061	739	offensive and nothing at all like real life	0
17068	740	Works better in the conception than it does in the execution ...	2
17069	740	Works better in the conception than it does in the execution	1
17070	740	better in the conception than it does in the execution	2
17071	740	in the conception than it does in the execution	1
17072	740	the conception than it does in the execution	2
17080	740	winds up seeming just a little too clever	2
17081	740	up seeming just a little too clever	2
17082	740	seeming just a little too clever	2
17086	741	New Yorkers always seem to find the oddest places to dwell ...	2
17089	741	always seem to find the oddest places to dwell ...	2
17090	741	seem to find the oddest places to dwell ...	2
17091	741	seem to find the oddest places to dwell	1
17092	741	to find the oddest places to dwell	2
17093	741	find the oddest places to dwell	2
17100	742	Vaguely interesting , but it 's just too too much .	1
17101	742	Vaguely interesting , but it 's just too too much	1
17116	743	empathy and pity fogging up the screen ...	1
17117	743	empathy and pity fogging up the screen	2
17126	743	enters the land of unintentional melodrama and tiresome love triangles	2
17128	743	the land of unintentional melodrama and tiresome love triangles	1
17130	743	of unintentional melodrama and tiresome love triangles	1
17131	743	unintentional melodrama and tiresome love triangles	1
17132	743	melodrama and tiresome love triangles	1
17149	744	but only among those who are drying out from spring break	1
17151	744	among those who are drying out from spring break	2
17152	744	those who are drying out from spring break	3
17153	744	who are drying out from spring break	2
17154	744	are drying out from spring break	2
17161	744	are still unconcerned about what they ingest	3
17162	744	unconcerned about what they ingest	1
17168	745	No , even that 's too committed .	1
17169	745	, even that 's too committed .	2
17188	746	filming the teeming life on the reefs ,	2
17189	746	filming the teeming life on the reefs	3
17200	746	gorgeous film a must for everyone from junior scientists to grown-up fish lovers	4
17201	746	film a must for everyone from junior scientists to grown-up fish lovers	4
17202	746	film a must for everyone from junior scientists	4
17217	747	Low comedy does n't come much lower .	1
17225	748	The characterizations and dialogue	2
17227	748	lack depth or complexity , with the ironic exception of Scooter .	1
17228	748	lack depth or complexity , with the ironic exception of Scooter	1
17234	748	with the ironic exception of Scooter	2
17235	748	the ironic exception of Scooter	2
17243	749	of the artist three days before his death	2
17244	749	the artist three days before his death	2
17252	749	offers an interesting bit of speculation	3
17253	749	an interesting bit of speculation	3
17258	749	as to the issues Brecht faced as his life drew to a close	2
17259	749	to the issues Brecht faced as his life drew to a close	2
17263	749	Brecht faced as his life drew to a close	2
17265	749	faced as his life drew to a close	2
17274	750	What we get ... is Caddyshack crossed with the Loyal Order of Raccoons .	2
17275	750	What we get ... is Caddyshack crossed with the Loyal Order of Raccoons	3
17279	750	is Caddyshack crossed with the Loyal Order of Raccoons	2
17282	750	crossed with the Loyal Order of Raccoons	2
17284	750	with the Loyal Order of Raccoons	2
17291	751	It 'll keep you wide awake and ... very tense .	3
17292	751	'll keep you wide awake and ... very tense .	3
17293	751	'll keep you wide awake and ... very tense	4
17294	751	keep you wide awake and ... very tense	3
17306	752	The movie is loaded with good intentions , but	2
17307	752	The movie is loaded with good intentions ,	2
17308	752	The movie is loaded with good intentions	3
17309	752	is loaded with good intentions	3
17322	752	squeeze the action and our emotions	3
17327	752	into the all-too-familiar dramatic arc of the Holocaust escape story	2
17328	752	the all-too-familiar dramatic arc of the Holocaust escape story	1
17329	752	the all-too-familiar dramatic arc	1
17339	752	, Minac drains his movie of all individuality	2
17340	752	Minac drains his movie of all individuality	0
17342	752	drains his movie of all individuality	1
17344	752	his movie of all individuality	2
17350	753	It may scream low budget , but this charmer has a spirit that can not be denied	3
17351	753	It may scream low budget , but	2
17358	753	this charmer has a spirit that can not be denied	4
17360	753	has a spirit that can not be denied	4
17361	753	a spirit that can not be denied	3
17367	754	Less an examination of neo-Nazism than a probe into the nature of faith itself .	3
17368	754	Less an examination of neo-Nazism than a probe into the nature of faith itself	3
17369	754	Less an examination of neo-Nazism than a probe into the nature of faith	3
17372	754	of neo-Nazism than a probe into the nature of faith	2
17373	754	neo-Nazism than a probe into the nature of faith	2
17375	754	than a probe into the nature of faith	2
17376	754	a probe into the nature of faith	2
17385	755	Though few will argue that it ranks with the best of Herzog 's works	3
17386	755	few will argue that it ranks with the best of Herzog 's works	3
17387	755	will argue that it ranks with the best of Herzog 's works	3
17388	755	argue that it ranks with the best of Herzog 's works	3
17390	755	that it ranks with the best of Herzog 's works	4
17391	755	it ranks with the best of Herzog 's works	4
17392	755	ranks with the best of Herzog 's works	4
17394	755	with the best of Herzog 's works	4
17401	755	, Invincible shows he 's back in form , with an astoundingly rich film .	4
17402	755	Invincible shows he 's back in form , with an astoundingly rich film .	4
17404	755	shows he 's back in form , with an astoundingly rich film .	3
17405	755	shows he 's back in form , with an astoundingly rich film	4
17406	755	he 's back in form , with an astoundingly rich film	4
17407	755	's back in form , with an astoundingly rich film	3
17412	755	with an astoundingly rich film	3
17418	756	While it may not add up to the sum of its parts	1
17419	756	it may not add up to the sum of its parts	2
17420	756	may not add up to the sum of its parts	1
17421	756	add up to the sum of its parts	2
17431	756	Holofcener 's film offers just enough insight to keep it from being simpleminded	2
17435	756	offers just enough insight to keep it from being simpleminded	3
17436	756	just enough insight to keep it from being simpleminded	3
17437	756	enough insight to keep it from being simpleminded	3
17438	756	insight to keep it from being simpleminded	2
17439	756	to keep it from being simpleminded	2
17440	756	keep it from being simpleminded	3
17446	756	is engaging enough to keep you from shifting in your chair too often	3
17447	756	engaging enough to keep you from shifting in your chair too often	3
17449	756	to keep you from shifting in your chair too often	2
17450	756	keep you from shifting in your chair too often	2
17451	756	from shifting in your chair too often	2
17452	756	shifting in your chair too often	1
17458	757	There are no special effects , and no Hollywood endings .	3
17459	757	are no special effects , and no Hollywood endings .	1
17460	757	are no special effects , and no Hollywood endings	2
17461	757	no special effects , and no Hollywood endings	1
17475	758	attempt to bring cohesion to Pamela 's emotional roller coaster life	1
17476	758	to bring cohesion to Pamela 's emotional roller coaster life	2
17477	758	bring cohesion to Pamela 's emotional roller coaster life	2
17479	758	to Pamela 's emotional roller coaster life	3
17480	758	Pamela 's emotional roller coaster life	2
17488	758	, it is not enough to give the film the substance it so desperately needs .	1
17489	758	it is not enough to give the film the substance it so desperately needs .	1
17490	758	is not enough to give the film the substance it so desperately needs .	1
17491	758	is not enough to give the film the substance it so desperately needs	1
17492	758	enough to give the film the substance it so desperately needs	1
17493	758	to give the film the substance it so desperately needs	1
17494	758	give the film the substance it so desperately needs	2
17496	758	the substance it so desperately needs	1
17511	759	but something far more stylish and cerebral -- and , hence ,	2
17512	759	but something far more stylish and cerebral -- and , hence	3
17513	759	but something far more stylish and cerebral -- and ,	3
17514	759	but something far more stylish and cerebral -- and	3
17515	759	but something far more stylish and cerebral --	2
17516	759	but something far more stylish and cerebral	3
17529	760	From a deceptively simple premise	2
17536	760	this deeply moving French drama	3
17550	760	as a detailed personal portrait and	2
17551	760	as a detailed personal portrait	3
17555	760	as a rather frightening examination of modern times	2
17556	760	a rather frightening examination of modern times	2
17557	760	a rather frightening examination	2
17558	760	rather frightening examination	2
17572	761	so Howard appears to have had free rein to be as pretentious as he wanted	1
17573	761	Howard appears to have had free rein to be as pretentious as he wanted	1
17575	761	appears to have had free rein to be as pretentious as he wanted	1
17576	761	to have had free rein to be as pretentious as he wanted	2
17577	761	have had free rein to be as pretentious as he wanted	1
17578	761	had free rein to be as pretentious as he wanted	1
17583	761	to be as pretentious as he wanted	2
17584	761	be as pretentious as he wanted	2
17591	762	A stylish cast and some clever scripting solutions	4
17595	762	some clever scripting solutions	3
17602	762	Chicago make the transition from stage to screen with considerable appeal intact	3
17604	762	make the transition from stage to screen with considerable appeal intact	2
17605	762	make the transition from stage	2
17611	762	to screen with considerable appeal intact	3
17612	762	screen with considerable appeal intact	2
17613	762	screen with considerable appeal	3
17623	763	is just as much about the ownership and redefinition of myth	2
17624	763	as much about the ownership and redefinition of myth	2
17625	763	much about the ownership and redefinition of myth	3
17626	763	about the ownership and redefinition of myth	2
17627	763	the ownership and redefinition of myth	2
17628	763	the ownership and redefinition	2
17634	763	as it is about a domestic unit finding their way to joy	2
17635	763	it is about a domestic unit finding their way to joy	3
17636	763	is about a domestic unit finding their way to joy	3
17637	763	about a domestic unit finding their way to joy	3
17638	763	a domestic unit finding their way to joy	3
17648	764	's a movie that accomplishes so much that one viewing ca n't possibly be enough	4
17649	764	a movie that accomplishes so much that one viewing ca n't possibly be enough	4
17650	764	that accomplishes so much that one viewing ca n't possibly be enough	3
17651	764	accomplishes so much that one viewing ca n't possibly be enough	4
17653	764	so much that one viewing ca n't possibly be enough	4
17654	764	that one viewing ca n't possibly be enough	3
17655	764	one viewing ca n't possibly be enough	3
17662	765	You can sip your vintage wines and watch your Merchant Ivory productions ;	2
17663	765	You can sip your vintage wines and watch your Merchant Ivory productions	2
17664	765	can sip your vintage wines and watch your Merchant Ivory productions	2
17665	765	sip your vintage wines and watch your Merchant Ivory productions	3
17672	765	watch your Merchant Ivory productions	3
17673	765	your Merchant Ivory productions	2
17679	765	I 'll settle for a nice cool glass of iced tea and	3
17680	765	I 'll settle for a nice cool glass of iced tea	2
17681	765	'll settle for a nice cool glass of iced tea	2
17682	765	settle for a nice cool glass of iced tea	2
17684	765	for a nice cool glass of iced tea	2
17694	765	a Jerry Bruckheimer flick any day of the week	3
17703	766	A quiet , disquieting triumph .	3
17710	767	A muddled limp biscuit of a movie , a vampire soap opera that does n't make much	0
17717	767	of a movie , a vampire soap opera that does n't make much	1
17718	767	a movie , a vampire soap opera that does n't make much	1
17720	767	a vampire soap opera that does n't make much	1
17732	768	It looks much more like a cartoon in the end than The Simpsons ever has .	2
17733	768	looks much more like a cartoon in the end than The Simpsons ever has .	2
17734	768	looks much more like a cartoon in the end than The Simpsons ever has	1
17735	768	looks much more like a cartoon in the end	1
17736	768	much more like a cartoon in the end	1
17746	769	Hugely accomplished slice of Hitchcockian suspense .	3
17749	769	slice of Hitchcockian suspense .	3
17750	769	slice of Hitchcockian suspense	2
17754	770	A generic international version of a typical American horror film .	1
17755	770	A generic international version of a typical American horror film	1
17756	770	A generic international version	1
17760	770	of a typical American horror film	1
17761	770	a typical American horror film	2
17774	771	delivered , yet with a distinctly musty odour , its expiry date long gone	1
17776	771	yet with a distinctly musty odour , its expiry date long gone	1
17777	771	with a distinctly musty odour , its expiry date long gone	1
17778	771	a distinctly musty odour , its expiry date long gone	1
17798	772	the layered richness of the imagery in this chiaroscuro of madness and light	3
17803	772	of the imagery in this chiaroscuro of madness and light	3
17804	772	the imagery in this chiaroscuro of madness and light	3
17807	772	in this chiaroscuro of madness and light	2
17808	772	this chiaroscuro of madness and light	3
17817	773	Charlotte Sometimes is a gem .	3
17828	774	showcases Tom Hanks as a depression era hit-man in this dark tale of revenge .	3
17829	774	showcases Tom Hanks as a depression era hit-man in this dark tale of revenge	3
17831	774	Tom Hanks as a depression era hit-man in this dark tale of revenge	2
17835	774	as a depression era hit-man in this dark tale of revenge	2
17836	774	a depression era hit-man in this dark tale of revenge	2
17847	775	achieves the remarkable feat of squandering a topnotch foursome of actors ...	2
17848	775	achieves the remarkable feat of squandering a topnotch foursome of actors	0
17852	775	of squandering a topnotch foursome of actors	1
17853	775	squandering a topnotch foursome of actors	1
17863	775	white-trash situation imaginable	2
17874	777	A gift to anyone who loves both dance and cinema	3
17877	777	to anyone who loves both dance and cinema	3
17878	777	anyone who loves both dance and cinema	3
17879	777	who loves both dance and cinema	3
17885	778	A small movie with a big heart .	3
17886	778	A small movie with a big heart	3
17893	779	Like a comedian who starts off promisingly but then proceeds to flop	1
17894	779	a comedian who starts off promisingly but then proceeds to flop	1
17897	779	who starts off promisingly but then proceeds to flop	1
17898	779	starts off promisingly but then proceeds to flop	0
17908	779	, Comedian runs out of steam after a half hour .	1
17909	779	Comedian runs out of steam after a half hour .	1
17910	779	runs out of steam after a half hour .	0
17911	779	runs out of steam after a half hour	1
17918	780	feeling to it , but like the 1920 's , the trip there is a great deal of fun .	3
17919	780	feeling to it , but like the 1920 's	2
17926	780	, the trip there is a great deal of fun .	3
17927	780	the trip there is a great deal of fun .	3
17930	780	there is a great deal of fun .	4
17934	781	Essentially a collection of bits -- and they 're all naughty .	3
17935	781	Essentially a collection of bits -- and they 're all naughty	2
17936	781	Essentially a collection of bits -- and	2
17937	781	Essentially a collection of bits --	1
17938	781	Essentially a collection of bits	2
17957	783	distinct parallels between this story and the 1971 musical	2
17960	783	between this story and the 1971 musical	2
17961	783	this story and the 1971 musical	2
17977	783	dealt with British children rediscovering the power of fantasy during wartime	2
17979	783	with British children rediscovering the power of fantasy during wartime	2
17980	783	British children rediscovering the power of fantasy during wartime	3
17982	783	rediscovering the power of fantasy during wartime	3
17983	783	rediscovering the power of fantasy	3
17992	784	seem great to knock back a beer with but they 're simply not funny performers .	1
17993	784	seem great to knock back a beer with but they 're simply not funny performers	1
17994	784	great to knock back a beer with but they 're simply not funny performers	1
17995	784	to knock back a beer with but they 're simply not funny performers	1
17996	784	knock back a beer with but they 're simply not funny performers	0
17998	784	a beer with but they 're simply not funny performers	1
18001	784	with but they 're simply not funny performers	1
18002	784	but they 're simply not funny performers	1
18003	784	they 're simply not funny performers	2
18004	784	're simply not funny performers	1
18009	785	It 's not a motion picture ; it 's an utterly static picture .	0
18010	785	It 's not a motion picture ; it 's an utterly static picture	0
18015	785	it 's an utterly static picture	1
18031	786	their super-powers , their super-simple animation and	3
18032	786	their super-powers , their super-simple animation	1
18039	786	their super-dooper-adorability intact	3
18040	786	super-dooper-adorability intact	4
18044	787	Coal is n't as easy to come by as it used to be and	2
18045	787	Coal is n't as easy to come by as it used to be	2
18047	787	is n't as easy to come by as it used to be	1
18048	787	as easy to come by as it used to be	2
18049	787	easy to come by as it used to be	2
18056	787	this would be a worthy substitute for naughty children 's stockings	1
18057	787	would be a worthy substitute for naughty children 's stockings	2
18058	787	be a worthy substitute for naughty children 's stockings	2
18059	787	a worthy substitute for naughty children 's stockings	2
18063	787	for naughty children 's stockings	2
18067	788	I love the opening scenes of a wintry New York City in 1899 .	3
18068	788	love the opening scenes of a wintry New York City in 1899 .	3
18069	788	love the opening scenes of a wintry New York City in 1899	3
18070	788	the opening scenes of a wintry New York City in 1899	2
18071	788	the opening scenes of a wintry New York City	2
18083	789	If -LRB- Jaglom 's -RRB- latest effort is not the director at his most sparkling	2
18087	789	latest effort is not the director at his most sparkling	1
18089	789	is not the director at his most sparkling	1
18090	789	the director at his most sparkling	3
18095	789	, some of its repartee is still worth hearing .	2
18096	789	some of its repartee is still worth hearing .	3
18107	790	It shares the first two films ' loose-jointed structure , but	1
18108	790	It shares the first two films ' loose-jointed structure ,	1
18109	790	It shares the first two films ' loose-jointed structure	2
18110	790	shares the first two films ' loose-jointed structure	2
18112	790	the first two films ' loose-jointed structure	1
18119	790	laugh-out-loud bits are few and far between	1
18126	791	The movie is a trove of delights .	4
18134	792	With `` Ichi the Killer '' , Takashi Miike	2
18135	792	`` Ichi the Killer '' , Takashi Miike	2
18151	792	gives us a crime fighter carrying more emotional baggage than Batman ...	2
18152	792	gives us a crime fighter carrying more emotional baggage than Batman	2
18153	792	a crime fighter carrying more emotional baggage than Batman	2
18156	792	carrying more emotional baggage than Batman	3
18157	792	carrying more emotional baggage	2
18173	793	that explains way more about Cal than does the movie or the character any good	2
18174	793	explains way more about Cal than does the movie or the character any good	2
18181	793	than does the movie or the character any good	2
18182	793	does the movie or the character any good	2
18183	793	the movie or the character any good	2
18192	793	have been one of the more daring and surprising American movies of the year	4
18193	793	been one of the more daring and surprising American movies of the year	4
18194	793	one of the more daring and surprising American movies of the year	3
18195	793	of the more daring and surprising American movies of the year	3
18196	793	the more daring and surprising American movies of the year	3
18197	793	the more daring and surprising American movies	3
18198	793	more daring and surprising American movies	3
18205	795	A well-executed spy-thriller .	4
18211	796	The stripped-down dramatic constructs , austere imagery and abstract characters	2
18212	796	The stripped-down dramatic constructs , austere imagery and	2
18213	796	The stripped-down dramatic constructs , austere imagery	2
18214	796	The stripped-down dramatic constructs ,	2
18215	796	The stripped-down dramatic constructs	2
18216	796	stripped-down dramatic constructs	2
18225	796	equal parts poetry and politics , obvious at times but evocative and heartfelt	3
18227	796	poetry and politics , obvious at times but evocative and heartfelt	3
18231	796	obvious at times but evocative and heartfelt	3
18238	797	the tale of her passionate , tumultuous affair with Musset	2
18240	797	of her passionate , tumultuous affair with Musset	2
18241	797	her passionate , tumultuous affair with Musset	3
18242	797	her passionate , tumultuous affair	3
18243	797	passionate , tumultuous affair	3
18251	797	as Sand 's masculine persona , with its love of life and beauty , takes form	3
18252	797	Sand 's masculine persona , with its love of life and beauty , takes form	3
18253	797	Sand 's masculine persona , with its love of life and beauty ,	3
18254	797	Sand 's masculine persona , with its love of life and beauty	3
18262	797	with its love of life and beauty	3
18276	798	has been trying to pass off as acceptable teen entertainment for some time now .	1
18277	798	has been trying to pass off as acceptable teen entertainment for some time now	2
18278	798	been trying to pass off as acceptable teen entertainment for some time now	2
18279	798	trying to pass off as acceptable teen entertainment for some time now	1
18280	798	to pass off as acceptable teen entertainment for some time now	2
18281	798	pass off as acceptable teen entertainment for some time now	2
18282	798	pass off as acceptable teen entertainment for some time	2
18283	798	pass off as acceptable teen entertainment	2
18286	798	as acceptable teen entertainment	2
18291	799	Strident and inelegant in its ` message-movie ' posturing .	2
18292	799	Strident and inelegant in its ` message-movie ' posturing	1
18297	799	in its ` message-movie ' posturing	1
18298	799	its ` message-movie ' posturing	2
18311	800	in Manhattan , Jennifer Lopez 's most aggressive and most sincere attempt	3
18312	800	Manhattan , Jennifer Lopez 's most aggressive and most sincere attempt	3
18315	800	Jennifer Lopez 's most aggressive and most sincere attempt	3
18320	800	most aggressive and most sincere attempt	3
18321	800	most aggressive and most sincere	4
18331	800	the diva shrewdly surrounds herself with a company of strictly A-list players .	2
18336	800	surrounds herself with a company of strictly A-list players .	2
18337	800	surrounds herself with a company of strictly A-list players	3
18341	800	with a company of strictly A-list players	3
18342	800	a company of strictly A-list players	3
18349	801	Gives an intriguing twist to the French coming-of-age genre .	3
18350	801	Gives an intriguing twist to the French coming-of-age genre	3
18355	801	to the French coming-of-age genre	2
18356	801	the French coming-of-age genre	2
18359	802	I 'd be lying if I said my ribcage did n't ache by the end of Kung Pow .	3
18360	802	'd be lying if I said my ribcage did n't ache by the end of Kung Pow .	3
18361	802	'd be lying if I said my ribcage did n't ache by the end of Kung Pow	3
18362	802	be lying if I said my ribcage did n't ache by the end of Kung Pow	4
18363	802	lying if I said my ribcage did n't ache by the end of Kung Pow	3
18364	802	if I said my ribcage did n't ache by the end of Kung Pow	3
18365	802	I said my ribcage did n't ache by the end of Kung Pow	3
18366	802	said my ribcage did n't ache by the end of Kung Pow	2
18367	802	my ribcage did n't ache by the end of Kung Pow	1
18370	802	did n't ache by the end of Kung Pow	2
18376	803	Has the capability of effecting change and inspiring hope .	3
18377	803	Has the capability of effecting change and inspiring hope	3
18378	803	the capability of effecting change and inspiring hope	3
18380	803	of effecting change and inspiring hope	4
18381	803	effecting change and inspiring hope	3
18386	804	Kitschy , flashy , overlong soap opera .	0
18388	804	, flashy , overlong soap opera .	1
18389	804	flashy , overlong soap opera .	1
18405	805	one-dimensional buffoons that get him a few laughs but nothing else	1
18409	805	that get him a few laughs but nothing else	2
18410	805	get him a few laughs but nothing else	1
18411	805	him a few laughs but nothing else	2
18416	806	... one resurrection too many .	1
18423	808	It may be a no-brainer , but at least it 's a funny no-brainer .	3
18424	808	It may be a no-brainer , but at least it 's a funny no-brainer	3
18432	808	at least it 's a funny no-brainer	3
18444	809	I know I would have liked it more if it had just gone that one step further	1
18445	809	know I would have liked it more if it had just gone that one step further	1
18446	809	I would have liked it more if it had just gone that one step further	2
18447	809	would have liked it more if it had just gone that one step further	3
18448	809	have liked it more if it had just gone that one step further	2
18449	809	liked it more if it had just gone that one step further	2
18450	809	it more if it had just gone that one step further	2
18451	809	more if it had just gone that one step further	1
18452	809	if it had just gone that one step further	1
18453	809	it had just gone that one step further	2
